domain,have_IP,multi_domain,have_at,length,redirect,hyphen_present,short_url,dns,check_cert,domain_age,forwarding,anchor_urls,request_url,status
slashdot.org,0,1,1,0,1,0,1,1,1,1,0,0,0,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,0,0,0,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,0,0,0,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,0,0,0,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,0,0,0,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,0,0,0,1
lastpass.com,0,1,1,0,1,1,1,1,1,1,1,1,1,1
slickdeals.net,0,1,1,0,1,1,1,1,1,1,0,0,0,1
smallseotools.com,0,1,1,0,1,0,1,1,1,0,1,1,1,1
smallseotools.com,1,1,1,0,1,0,1,1,1,0,1,1,1,1
smallseotools.com,1,1,1,0,1,0,1,1,1,1,1,1,1,1
smallseotools.com,1,1,1,0,1,0,1,1,1,1,1,1,1,1
smallseotools.com,1,1,1,0,1,0,1,1,1,1,1,1,1,1
smallseotools.com,1,1,1,0,1,0,1,1,1,0,1,1,1,1
smallseotools.com,1,1,1,0,1,0,1,1,1,0,1,1,1,1
medium.com,0,1,1,0,1,0,1,1,1,1,0,0.5,0,1
medium.com,0,1,0,0,1,0,1,1,1,1,0,0.5,0,1
medium.com,0,1,0,0,1,0,1,1,1,1,1,1,0,1
medium.com,0,1,1,0,1,0,1,1,1,1,1,0.5,0,1
medium.com,0,1,1,0,1,0,1,1,1,1,1,0.5,0,1
medium.com,0,1,0,0,1,0,1,1,1,1,1,0.5,0,1
medium.com,0,1,0,0,1,0,1,1,1,1,1,1,0,1
medium.com,0,1,0,0,1,0,1,1,1,1,1,0.5,0,1
medium.com,0,1,1,0,1,0,1,1,1,1,1,0.5,0,1
myspace.com,0,1,1,0,1,0,1,1,1,0,1,1,0,1
myspace.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
sourceforge.net,0,1,1,0,1,0,1,1,1,0,1,1,0,1
sourceforge.net,0,1,1,0,1,0,1,1,1,0,1,1,0,1
sourceforge.net,1,1,1,0,1,0,1,1,1,1,0,1,0,1
sourceforge.net,0,1,1,0,1,1,1,1,1,1,0,1,1,1
spankbang.com,0,1,1,0,1,1,1,1,1,1,1,1,1,1
spankbang.com,0,1,1,0,1,1,1,1,1,1,1,1,1,1
paytm.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
paytm.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
paytm.com,1,1,1,0,1,0,1,1,1,1,1,1,1,1
paytm.com,1,1,1,0,1,0,1,1,1,1,1,1,1,1
paytm.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
privatbank.ua,1,1,1,0,1,0,1,1,1,0,1,1,1,1
privatbank.ua,1,1,1,0,1,0,1,1,1,0,1,1,1,1
privatbank.ua,1,1,1,0,1,0,1,1,1,0,1,1,1,1
quizlet.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
soundcloud.com,1,1,1,0,1,0,1,1,1,0,1,0.5,0,1
soundcloud.com,1,1,1,0,1,0,1,1,1,0,1,1,0,1
soundcloud.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
stackexchange.com,1,1,1,0,1,1,1,1,1,0,1,0.5,0,1
stackoverflow.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
stackoverflow.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
stackoverflow.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
stackoverflow.com,0,1,1,0,1,0,1,1,1,0,1,1,0,1
steamcommunity.com,1,1,1,0,1,1,1,1,1,1,1,0.5,0,1
tune.pk,0,1,1,0,1,0,1,1,0,0,0,0,0,1
superuser.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
superuser.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
superuser.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
superuser.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
variety.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
wmaraci.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
wordpress.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
wordpress.org,1,1,1,0,1,0,1,1,1,1,1,0.5,0.5,1
wordpress.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
gov.uk,1,1,1,0,1,0,1,1,1,0,0,0,0,1
gov.uk,1,1,1,0,1,0,1,1,1,0,1,1,1,1
gov.uk,1,1,1,0,1,0,1,1,1,0,1,1,0.5,1
gov.uk,1,1,1,0,1,0,1,1,1,0,1,1,0.5,1
gov.uk,1,1,1,0,1,0,1,1,1,0,0,0,0,1
gov.uk,1,1,1,0,1,0,1,1,1,0,0,0,0,1
gov.uk,1,1,1,0,1,0,1,1,1,0,0,0,0,1
gov.uk,1,1,1,0,1,0,1,1,1,0,0,0,0,1
gov.uk,1,1,1,0,1,0,1,1,1,0,1,1,1,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
teespring.com,0,1,1,0,1,1,1,1,1,1,1,1,1,1
teespring.com,1,1,1,0,1,1,1,1,1,1,1,1,1,1
teespring.com,1,1,1,0,1,1,1,1,1,1,1,1,1,1
teespring.com,1,1,1,0,1,1,1,1,1,1,1,1,1,1
teespring.com,1,1,1,0,1,1,1,1,1,1,1,1,1,1
telegraf.com.ua,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
thechive.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
thechive.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
thechive.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0.5,1
thechive.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
thechive.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,1,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,1,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,1,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,1,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,1,1,0,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,0,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,0,0,0,0,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,0,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,0,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,0,0,0,0,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,0,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,0,0,0,0,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,0,0,0,0,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tobogo.net,0,1,1,0,1,1,1,1,1,1,0,0,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,1,1,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
tunein.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
tune.pk,0,1,1,0,1,0,1,1,0,0,1,1,1,1
tune.pk,0,1,1,0,1,0,1,1,0,0,1,1,1,1
tune.pk,0,1,1,0,1,0,1,1,0,0,1,1,1,1
tympanus.net,0,1,1,0,1,0,1,1,1,1,1,0.5,0,1
uproxx.com,0,1,1,0,1,0,1,1,1,0,1,1,1,1
uproxx.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
variety.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
variety.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
variety.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
variety.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
variety.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
variety.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
variety.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
variety.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
venturebeat.com,0,1,1,0,1,0,1,1,1,0,1,1,1,1
vnexpress.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,1,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
web.de,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
weheartit.com,0,1,1,0,1,0,1,1,1,1,0,0.5,1,1
weheartit.com,0,1,1,0,1,0,1,1,1,1,0,0.5,1,1
worldoftanks.ru,1,1,1,0,1,0,1,1,1,1,1,0.5,0,1
wpengine.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
wpengine.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
wpengine.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
wpengine.com,0,1,1,0,1,0,1,1,1,1,0,1,1,1
wpengine.com,1,1,1,0,1,0,1,1,1,1,1,1,1,1
nhs.uk,1,1,1,0,1,1,1,1,1,0,1,1,0.5,1
nhs.uk,1,1,1,0,1,1,1,1,1,0,1,0,0,1
nhs.uk,1,1,1,0,1,1,1,1,1,0,1,0,1,1
nhs.uk,1,1,1,0,1,0,1,1,1,0,1,1,0.5,1
nhs.uk,1,1,1,0,1,0,1,1,1,0,1,1,0.5,1
nhs.uk,0,1,1,0,1,1,1,1,1,0,1,1,1,1
xhamster.com,0,1,1,0,1,1,1,1,0,1,1,1,1,1
xhamster.com,0,1,1,0,1,1,1,1,0,1,1,1,1,1
xhamster.com,0,1,1,0,1,1,1,1,1,1,1,1,1,1
xhamster.com,0,1,1,0,1,1,1,1,0,1,1,1,1,1
xhamster.com,0,1,1,0,1,1,1,1,0,1,1,1,1,1
xhamster.com,0,1,1,0,1,1,1,1,0,1,1,1,1,1
xhamster.com,0,1,1,0,1,1,1,1,1,1,1,1,1,1
xhamster.com,0,1,1,0,1,1,1,1,1,1,1,1,1,1
xhamster.com,0,1,1,0,1,1,1,1,1,1,1,1,1,1
xossip.com,0,1,1,0,1,1,1,1,1,1,0,0,0,1
xossip.com,0,1,1,0,1,1,1,1,1,1,0,0,0,1
xossip.com,0,1,1,0,1,1,1,1,1,1,0,0,0,1
xossip.com,0,1,1,0,1,1,1,1,1,1,0,0,0,1
xossip.com,0,1,1,0,1,1,1,1,1,1,0,0,0,1
xossip.com,0,1,1,0,1,1,1,1,1,1,0,0,0,1
xossip.com,0,1,1,0,1,1,1,1,1,1,0,0,0,1
xvideo-jp.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
xvideo-jp.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
xvideo-jp.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
yourlust.com,1,1,1,0,1,0,1,1,0,1,1,1,1,1
yourlust.com,1,1,1,0,1,0,1,1,0,1,1,1,1,1
yourlust.com,1,1,1,0,1,0,1,1,0,1,1,1,1,1
1337x.to,0,1,1,0,1,0,1,1,1,0,1,1,1,1
1337x.to,0,1,1,0,1,0,1,1,0,0,1,1,1,1
1337x.to,0,1,1,0,1,0,1,1,1,0,1,1,1,1
1337x.to,0,1,1,0,1,0,1,1,1,0,1,1,1,1
1337x.to,0,1,1,0,1,0,1,1,0,0,1,1,1,1
1337x.to,0,1,1,0,1,0,1,1,0,0,1,1,1,1
1337x.to,0,1,1,0,1,0,1,1,0,0,1,1,1,1
1337x.to,0,1,1,0,1,0,1,1,0,0,1,1,1,1
1337x.to,0,1,1,0,1,0,1,1,0,0,1,1,1,1
9gag.tv,0,1,1,0,1,0,1,1,0,0,1,1,1,1
abc.go.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
abc.go.com,0,1,1,0,1,0,1,1,1,0,1,0,0,1
abc.go.com,0,1,1,0,1,0,1,1,1,0,1,0,0,1
abc.go.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
akhbarelyom.com,0,1,1,0,1,1,1,1,1,0,1,0,1,1
akhbarelyom.com,0,1,1,0,1,1,1,1,1,0,1,0,1,1
akhbarelyom.com,0,1,1,0,1,1,1,1,1,0,1,0,1,1
akhbarelyom.com,0,1,1,0,1,1,1,1,1,0,1,0,1,1
akhbarelyom.com,0,1,1,0,1,1,1,1,1,0,1,0,1,1
akhbarelyom.com,0,1,1,0,1,1,1,1,1,0,1,0,1,1
aljazeera.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
aljazeera.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
aljazeera.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
aljazeera.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
allegro.pl,0,1,1,0,1,0,1,1,1,1,1,1,0,1
allegro.pl,0,1,1,0,1,0,1,1,1,0,1,1,0,1
allegro.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
allegro.pl,0,1,1,0,1,0,1,1,1,0,1,1,0,1
allegro.pl,0,1,1,0,1,0,1,1,1,0,1,1,0,1
allegro.pl,0,1,1,0,1,0,1,1,1,0,1,1,0,1
allegro.pl,0,1,1,0,1,0,1,1,1,0,1,1,0,1
allegro.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
allrecipes.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
allrecipes.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
allrecipes.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
allrecipes.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
allrecipes.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
allrecipes.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
allrecipes.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
allrecipes.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
anandtech.com,1,1,1,0,1,0,1,1,1,1,0,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,0,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
ap.org,0,1,1,0,1,0,1,1,1,1,1,1,1,1
askubuntu.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
askubuntu.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
askubuntu.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
askubuntu.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
askubuntu.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
askubuntu.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
askubuntu.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
askubuntu.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
askubuntu.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
atwiki.jp,0,1,1,0,1,1,1,1,1,0,0,0,0,1
babal.net,0,1,1,0,1,1,1,1,1,0,1,1,1,1
babal.net,0,1,1,0,1,1,1,1,1,0,1,1,1,1
babal.net,0,1,1,0,1,1,1,1,1,0,1,1,1,1
babal.net,0,1,1,0,1,1,1,1,1,0,1,1,1,1
bdnews24.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
bdnews24.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
bdnews24.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
bdnews24.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
bdnews24.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
bdnews24.com,0,1,1,0,1,1,1,1,1,1,1,1,0.5,1
bdnews24.com,0,1,1,0,1,1,1,1,1,1,1,1,0.5,1
bdnews24.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
bdnews24.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
bdnews24.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
bestblackhatforum.com,0,1,1,0,1,0,1,1,1,0,1,1,1,1
bestblackhatforum.com,0,1,1,0,1,0,1,1,1,0,1,1,1,1
bestblackhatforum.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
bgr.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
bigcinema.tv,0,1,1,0,1,0,1,1,0,0,0,0,0,1
bigcinema.tv,0,1,1,0,1,0,1,1,0,0,0,0,0,1
bongda88.info,0,1,1,0,1,0,1,1,1,1,1,0.5,1,1
bongda88.info,1,1,1,0,1,0,1,1,1,1,1,0.5,1,1
bongda88.info,1,1,1,0,1,0,1,1,1,1,1,0.5,1,1
bongda88.info,1,1,1,0,1,0,1,1,1,1,1,0.5,1,1
buzzfil.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
buzzfil.net,0,1,1,0,1,0,1,1,1,1,0,0,0,1
caixa.gov.br,1,1,1,0,1,0,1,1,1,0,0,0,0,1
caixa.gov.br,1,1,1,0,1,1,1,1,1,0,0,0,0,1
censor.net.ua,0,1,1,0,1,1,1,1,1,1,1,1,1,1
censor.net.ua,0,1,1,0,1,1,1,1,1,1,1,1,1,1
censor.net.ua,0,1,1,0,1,1,1,1,1,1,1,1,1,1
censor.net.ua,0,1,1,0,1,1,1,1,1,1,1,1,1,1
censor.net.ua,0,1,1,0,1,1,1,1,1,1,1,1,1,1
cheezburger.com,0,1,1,0,1,0,1,1,1,0,1,0,0.5,1
cheezburger.com,0,1,1,0,1,0,1,1,1,0,1,0,0.5,1
cheezburger.com,0,1,1,0,1,0,1,1,1,0,1,0,0.5,1
cheezburger.com,0,1,1,0,1,0,1,1,1,0,1,0,0.5,1
cheezburger.com,0,1,1,0,1,0,1,1,1,0,1,0,0.5,1
cheezburger.com,0,1,1,0,1,0,1,1,1,0,1,0,0.5,1
ck101.com,0,1,1,0,1,1,1,1,1,1,1,1,1,1
ck101.com,0,1,1,0,1,1,1,1,1,1,1,1,1,1
ck101.com,0,1,1,0,1,1,1,1,1,1,1,1,1,1
ck101.com,0,1,1,0,1,1,1,1,1,1,1,1,1,1
ck101.com,0,1,1,0,1,1,1,1,1,1,1,1,1,1
ck101.com,0,1,1,0,1,1,1,1,1,1,1,1,1,1
clien.net,1,1,1,0,1,1,1,1,1,0,1,1,1,1
clien.net,1,1,1,0,1,1,1,1,1,0,1,1,1,1
clien.net,1,1,1,0,1,1,1,1,1,0,1,1,1,1
clien.net,1,1,1,0,1,1,1,1,1,0,1,1,1,1
clien.net,1,1,1,0,1,1,1,1,1,0,1,1,1,1
clien.net,1,1,1,0,1,1,1,1,1,0,1,1,1,1
clien.net,1,1,1,0,1,1,1,1,1,0,1,1,1,1
clien.net,1,1,1,0,1,1,1,1,1,0,1,1,1,1
coccoc.com,0,1,1,0,1,0,1,1,1,1,1,0.5,1,1
codecanyon.net,0,1,1,0,1,0,1,1,1,1,1,1,0,1
codecanyon.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
codecanyon.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
codecanyon.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
codecanyon.net,0,1,1,0,1,0,1,1,1,1,1,1,0,1
codecanyon.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
comicbook.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
comicbook.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
conservativetribune.com,1,1,1,0,1,0,1,1,1,0,0,0,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
cookpad.com,0,1,1,0,1,1,1,1,1,1,1,1,0,1
correios.com.br,0,1,1,0,1,0,1,1,1,0,1,0,0,1
correios.com.br,0,1,1,0,1,0,1,1,1,0,1,0,0,1
correios.com.br,1,1,1,0,1,0,1,1,1,0,1,0,0,1
correios.com.br,1,1,1,0,1,0,1,1,1,0,1,0,0,1
correios.com.br,0,1,1,0,1,0,1,1,1,0,1,0,0,1
correios.com.br,0,1,1,0,1,0,1,1,1,0,1,0,0,1
correios.com.br,0,1,1,0,1,0,1,1,1,0,1,0,0,1
correios.com.br,0,1,1,0,1,0,1,1,1,0,1,0,0,1
cox.com,1,1,1,0,1,0,1,1,1,0,1,1,1,1
cox.com,1,1,1,0,1,0,1,1,1,0,1,1,1,1
dantri.com.vn,0,1,1,0,1,0,1,1,1,0,1,1,0,1
dantri.com.vn,0,1,1,0,1,0,1,1,1,0,1,1,0,1
